workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,Contradict,VPinf,Enough
39,3TR2532VIPVW7A80CSKWJUF2YX9J69,2,35,"""ENGLISH""","""Yes""",Trial1,3 37-foolish-CxC-noE CxC Kate_was_completely_broke. She_went_shopping. 5 foolish She_stayed_home. to_go_shopping noE,1,3,37-foolish-CxC-noE,CxC,Kate_was_completely_broke.,She_went_shopping.,5,foolish,She_stayed_home.,to_go_shopping,noE
86,3CN4LGXD5XP8NCZLF4SKWJACFAD4Y4,10,40,"""English""","""Yes""",Trial1,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 2 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,1,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,2,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
132,3F6HPJW4JD1UVTPYWPR8I7SYKOHW21,6,65,"""English""","""Yes""",Trial1,7 52-rude-CnC-noE CnC Ann_was_standing_in_front_of_her_friend's_door. She_was_eavesdropping. 1 rude She_knocked_to_let_him_know_she_was_there. to_be_eavesdropping noE,1,7,52-rude-CnC-noE,CnC,Ann_was_standing_in_front_of_her_friend's_door.,She_was_eavesdropping.,1,rude,She_knocked_to_let_him_know_she_was_there.,to_be_eavesdropping,noE
32,3M68NM076H8D5YRDKXT5LL1T8E56RQ,2,33,"""english""","""Yes""",Trial1,3 47-polite-CnC-E CnC Chad_had_insulted_his_wife. He_apologized. 5 polite_enough He_refused_to_acknowledge_his_insult. to_apologize E,1,3,47-polite-CnC-E,CnC,Chad_had_insulted_his_wife.,He_apologized.,5,polite_enough,He_refused_to_acknowledge_his_insult.,to_apologize,E
89,3RSDURM96ANQFEWE4A4X55M3SZ7YE4,9,33,"""English""","""Yes""",Trial1,10 46-polite-CnC-noE CnC Chad_was_standing_in_front_of_his_friend's_door. He_knocked_gently. 1 polite He_banged_at_the_door. to_knock_gently noE,1,10,46-polite-CnC-noE,CnC,Chad_was_standing_in_front_of_his_friend's_door.,He_knocked_gently.,1,polite,He_banged_at_the_door.,to_knock_gently,noE
105,3EWIJTFFVO8TIJ0TW2TODDSJGMS0E5,11,54,"""English""","""Yes""",Trial1,12 20-brave-CxC-E CxC Greg_was_asked_to_speak_up_against_the_crime_boss. He_agreed_to_do_it. 6 brave_enough He_refused_to_speak_up. to_agree_to_do_it E,1,12,20-brave-CxC-E,CxC,Greg_was_asked_to_speak_up_against_the_crime_boss.,He_agreed_to_do_it.,6,brave_enough,He_refused_to_speak_up.,to_agree_to_do_it,E
45,379J5II41OH6FFPFLVF7BXK7JK3LEZ,7,30,"""English""","""Yes""",Trial1,8 33-wise-CxC-E CxC Paul_went_on_a_hike_in_the_Alps. He_wore_hiking_boots. 5 wise_enough He_wore_flip-flops. to_wear_hiking_boots E,1,8,33-wise-CxC-E,CxC,Paul_went_on_a_hike_in_the_Alps.,He_wore_hiking_boots.,5,wise_enough,He_wore_flip-flops.,to_wear_hiking_boots,E
61,3IXQG4FA2TZD7ACMM7AR5GNRGTA9BR,4,26,"""English""","""Yes""",Trial1,5 20-brave-CxC-noE CxC Greg_was_asked_to_speak_up_against_the_crime_boss. He_agreed_to_do_it. 5 brave He_refused_to_speak_up. to_agree_to_do_it noE,1,5,20-brave-CxC-noE,CxC,Greg_was_asked_to_speak_up_against_the_crime_boss.,He_agreed_to_do_it.,5,brave,He_refused_to_speak_up.,to_agree_to_do_it,noE
58,3M0NZ3JDP1ZQOLDQPVDDFIPSL0CZ5V,8,31,"""English""","""Yes""",Trial1,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,1,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
17,3WETL7AQWT9P3S6X4OI4BHKD65D352,8,22,"""English""","""Yes""",Trial1,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,1,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na
9,3S06PH7KSR5OX27BWQM4L0T8L2Y1DH,11,31,"""English""","""Yes""",Trial1,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,1,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na
47,31JLPPHS2UVBB2CF93E3KNK4N0IO3S,8,25,"""English""","""Yes""",Trial1,9 13-fortunate-CnC-E CnC Sue_was_bitten_by_a_shark. She_got_away_with_a_few_cuts. 7 fortunate_enough She_lost_a_leg. to_get_away_with_a_few_cuts E,1,9,13-fortunate-CnC-E,CnC,Sue_was_bitten_by_a_shark.,She_got_away_with_a_few_cuts.,7,fortunate_enough,She_lost_a_leg.,to_get_away_with_a_few_cuts,E
88,3SB4CE2TJVWYPWPSJ9G9Q8P35EDXA0,10,40,"""English""","""Yes""",Trial1,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,1,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
123,3Q8GYXHFEP3DGS2GXHT54KO7CIP5C1,8,27,"""english""","""Yes""",Trial1,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 5 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,1,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,5,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
14,3Z2R0DQ0JHF0ET37BPX2W1LYDKC2ER,10,34,"""English""","""Yes""",Trial1,11 22-brave-CxC-E CxC Greg_was_being_attacked_by_five_men. He_took_them_on. 5 brave_enough He_curled_up_on_the_ground. to_take_them_on E,1,11,22-brave-CxC-E,CxC,Greg_was_being_attacked_by_five_men.,He_took_them_on.,5,brave_enough,He_curled_up_on_the_ground.,to_take_them_on,E
19,3DBQWDE4Y6ZW7WZ7M72JKVIJBM35NJ,7,26,"""english""","""Yes""",Trial1,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 5 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,1,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,5,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
95,3MMN5BL1WZ5NBZR3WNZQSJVZS043MT,0,20,"""English""","""Yes""",Trial1,1 42-foolish-CnC-E CnC Kate_took_her_nephew_to_the_playground. She_wore_high_heels. 5 foolish_enough She_wore_sneakers. to_wear_high_heels E,1,1,42-foolish-CnC-E,CnC,Kate_took_her_nephew_to_the_playground.,She_wore_high_heels.,5,foolish_enough,She_wore_sneakers.,to_wear_high_heels,E
24,3WJ1OXY92AH8AVOKB14HA98AE578A6,7,34,"""English""","""Yes""",Trial1,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,1,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na
30,31HQ4X3T3SB7PYUXMQZC0EOMKBBLSZ,1,36,"""English""","""Yes""",Trial1,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,1,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na
125,3TK8OJTYM1MD8BQZ8DXOSIHDOP7PV7,3,22,"""English""","""Yes""",Trial1,4 33-wise-CnC-E CnC Paul_ran_a_marathon_on_Sunday. He_went_to_bed_early_the_night_before. 5 wise_enough He_stayed_up_late_on_Saturday. to_go_to_bed_early_the_night_before E,1,4,33-wise-CnC-E,CnC,Paul_ran_a_marathon_on_Sunday.,He_went_to_bed_early_the_night_before.,5,wise_enough,He_stayed_up_late_on_Saturday.,to_go_to_bed_early_the_night_before,E
102,3907X2AHF064BKSXK3DDQDK2RRE2PC,1,24,"""English""","""Yes""",Trial1,2 53-rude-CnC-E CnC Ann_had_insulted_her_husband. She_laughed_at_his_tears. 3 rude_enough She_felt_terrible_and_apologized. to_laugh_at_his_tears E,1,2,53-rude-CnC-E,CnC,Ann_had_insulted_her_husband.,She_laughed_at_his_tears.,3,rude_enough,She_felt_terrible_and_apologized.,to_laugh_at_his_tears,E
99,3GLB5JMZFXWL1HXEE977SNXENRGDGS,11,26,"""English""","""Yes""",Trial1,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,1,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
112,3WAKVUDHUWHOPQXZ71T2WAO9AOT7UU,8,36,"""english""","""Yes""",Trial1,9 59-mean-CxC-noE CxC Jack's_daughter_is_lactose_intolerant. He_gave_her_a_milk_shake. 2 mean He_gave_her_an_ice_tea. to_give_her_a_milk_shake noE,1,9,59-mean-CxC-noE,CxC,Jack's_daughter_is_lactose_intolerant.,He_gave_her_a_milk_shake.,2,mean,He_gave_her_an_ice_tea.,to_give_her_a_milk_shake,noE
106,3VNXK88KKCJSGOASRO1R6SHYJLP9VW,11,30,"""english""","""Yes""",Trial1,12 20-brave-CxC-E CxC Greg_was_asked_to_speak_up_against_the_crime_boss. He_agreed_to_do_it. 5 brave_enough He_refused_to_speak_up. to_agree_to_do_it E,1,12,20-brave-CxC-E,CxC,Greg_was_asked_to_speak_up_against_the_crime_boss.,He_agreed_to_do_it.,5,brave_enough,He_refused_to_speak_up.,to_agree_to_do_it,E
129,3X4JMASXCMAVBGO9MBRYC5MYDPG0B6,7,35,"""English""","""Yes""",Trial1,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad She_shared_an_apartment_with_some_friends. to_live_alone na,1,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
80,30X31N5D63RQTF3TPZAMR08BQZFSAR,0,25,"""English""","""Yes""",Trial1,1 3-smart-CxC-noE CxC Jane_wanted_to_get_a_good_job. She_went_to_school. 1 smart She_dropped_out_of_school. to_go_to_school noE,1,1,3-smart-CxC-noE,CxC,Jane_wanted_to_get_a_good_job.,She_went_to_school.,1,smart,She_dropped_out_of_school.,to_go_to_school,noE
91,3MH9DQ757WD7IJ8004XW2N129REGU8,2,27,"""English""","""Yes""",Trial1,3 47-polite-CnC-E CnC Chad_had_insulted_his_wife. He_apologized. 6 polite_enough He_refused_to_acknowledge_his_insult. to_apologize E,1,3,47-polite-CnC-E,CnC,Chad_had_insulted_his_wife.,He_apologized.,6,polite_enough,He_refused_to_acknowledge_his_insult.,to_apologize,E
72,3TOK3KHVJTJTCLD2BFHTX4WKS27O70,5,37,"""English""","""Yes""",Trial1,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 6 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,1,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,6,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
51,3EFE17QCRC6532B7V5KE8MVF3U7HST,4,31,"""English""","""Yes""",Trial1,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,1,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
103,3EF8EXOTT1W10O736M8FOYOLQMXJ1F,2,38,"""English""","""Yes""",Trial1,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,1,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
74,33SA9F9TRXVMQ91EP9M9K81NHRBWE7,3,34,"""English""","""Yes""",Trial1,4 9-stupid-CnC-E CnC Zack_discovered_that_his_girlfriend_was_cheating. He_married_her. 6 stupid_enough He_broke_up_with_her. to_marry_her E,1,4,9-stupid-CnC-E,CnC,Zack_discovered_that_his_girlfriend_was_cheating.,He_married_her.,6,stupid_enough,He_broke_up_with_her.,to_marry_her,E
49,33OOO72IVHMF1UD6YDB370ULSLHCT5,2,24,"""English""","""Yes""",Trial1,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,1,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na
54,3Z4GS9HPNVBMRFL3UT0RMIAP2DZ77V,4,33,"""ENGLISH""","""Yes""",Trial1,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 7 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,1,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,7,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
43,31EUONYN2V4VNBEYTDK93ICNEKGVO1,9,24,"""English""","""Yes""",Trial1,10 9-stupid-CnC-noE CnC Zack_discovered_that_his_girlfriend_was_cheating. He_married_her. 1 stupid He_broke_up_with_her. to_marry_her noE,1,10,9-stupid-CnC-noE,CnC,Zack_discovered_that_his_girlfriend_was_cheating.,He_married_her.,1,stupid,He_broke_up_with_her.,to_marry_her,noE
110,3FFJ6VRIL1P5YO2FSLJFYSQB8F4I01,3,28,"""English""","""Yes""",Trial1,4 16-fortunate-CnC-noE CnC Sue_was_training_to_become_a_dancer. She_had_a_great_sense_of_rhythm. 7 fortunate She_couldn't_keep_a_beat. to_have_a_great_sense_of_rhythm noE,1,4,16-fortunate-CnC-noE,CnC,Sue_was_training_to_become_a_dancer.,She_had_a_great_sense_of_rhythm.,7,fortunate,She_couldn't_keep_a_beat.,to_have_a_great_sense_of_rhythm,noE
3,38BQUHLA9W1CXOKPFLJIGMTANR4MOB,5,34,"""English""","""Yes""",Trial1,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,1,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
18,3ZQIG0FLQEH3SKN0KZBJKCP9HMGVWE,3,28,"""English""","""Yes""",Trial1,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,1,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na
7,32UTUBMZ7GXB4HPPP8FNXYCO7LXVBX,2,30,"""English""","""Yes""",Trial1,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 2 sad She_shared_an_apartment_with_some_friends. to_live_alone na,1,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,2,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
33,33F859I566E6MGU5KJYJIXLFZ6NBHO,0,22,"""english""","""Yes""",Trial1,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,1,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
107,37ZHEEHM6WN4QWKGSHX191Y9XBF73S,3,38,"""English""","""Yes""",Trial1,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,1,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
31,34BBWHLWHACY6E30LSC05NZF9KKWII,4,33,"""English""","""Yes""",Trial1,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,1,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
70,3QAPZX2QN4E1N3OD3IYNBCJUJJ920C,0,26,"""english""","""Yes""",Trial1,1 58-mean-CxC-E CxC Jack's_wife_wanted_to_sleep_in. He_woke_her_up_at_5am. 7 mean_enough He_let_her_sleep_as_long_as_she_wanted. to_wake_her_up_at_5am E,1,1,58-mean-CxC-E,CxC,Jack's_wife_wanted_to_sleep_in.,He_woke_her_up_at_5am.,7,mean_enough,He_let_her_sleep_as_long_as_she_wanted.,to_wake_her_up_at_5am,E
97,3TVSS0C0E11OFSJBF4B4JU1OK10TWW,3,30,"""English""","""Yes""",Trial1,4 1-smart-CnC-E CnC Jane_wanted_to_get_a_good_job. She_got_her_high_school_degree. 4 smart_enough She_dropped_out_of_high_school. to_get_her_high_school_degree E,1,4,1-smart-CnC-E,CnC,Jane_wanted_to_get_a_good_job.,She_got_her_high_school_degree.,4,smart_enough,She_dropped_out_of_high_school.,to_get_her_high_school_degree,E
78,36W0OB37HWF24EXLQXEM4FSIQ9AHZ1,0,20,"""english""","""Yes""",Trial1,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,1,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na
94,374TNBHA8BWFCHMJD1ZXZMBHB21QYE,9,35,"""English""","""Yes""",Trial1,10 58-mean-CxC-noE CxC Jack's_wife_wanted_to_sleep_in. He_woke_her_up_at_5am. 6 mean He_let_her_sleep_as_long_as_she_wanted. to_wake_her_up_at_5am noE,1,10,58-mean-CxC-noE,CxC,Jack's_wife_wanted_to_sleep_in.,He_woke_her_up_at_5am.,6,mean,He_let_her_sleep_as_long_as_she_wanted.,to_wake_her_up_at_5am,noE
23,3VAR3R6G1P2XCZILLK9ZB4SF3MGO8Q,5,34,"""English""","""Yes""",Trial1,6 41-foolish-CnC-noE CnC Kate's_doctor_told_her_to_lose_weight. She_ignored_him. 7 foolish She_listened_to_him. to_ignore_him noE,1,6,41-foolish-CnC-noE,CnC,Kate's_doctor_told_her_to_lose_weight.,She_ignored_him.,7,foolish,She_listened_to_him.,to_ignore_him,noE
121,3MH9DQ757WD7IJ8004XW2N129RHGUB,0,23,"""English""","""Yes""",Trial1,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,1,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na
27,3NC5L260MON6RES8TYF5LW91QQTOF7,0,31,"""English""","""Yes""",Trial1,1 8-stupid-CnC-noE CnC Zack_left_the_bar_drunk. He_drove_home. 1 stupid He_called_a_taxi. to_drive_home noE,1,1,8-stupid-CnC-noE,CnC,Zack_left_the_bar_drunk.,He_drove_home.,1,stupid,He_called_a_taxi.,to_drive_home,noE
40,37TRT2X24QS2DMPV8J14UA1UCYRBJT,2,31,"""English""","""Yes""",Trial1,3 9-stupid-CxC-E CxC Zack_was_sitting_in_the_bath_tub. He_used_the_hair_dryer. 7 stupid_enough He_was_far_away_from_all_electrical_appliances. to_use_the_hair_dryer E,1,3,9-stupid-CxC-E,CxC,Zack_was_sitting_in_the_bath_tub.,He_used_the_hair_dryer.,7,stupid_enough,He_was_far_away_from_all_electrical_appliances.,to_use_the_hair_dryer,E
56,3R0T90IZ1SDBWPR0EDCW8HFW2RBCGY,2,37,"""English""","""Yes""",Trial1,3 47-polite-CnC-E CnC Chad_had_insulted_his_wife. He_apologized. 7 polite_enough He_refused_to_acknowledge_his_insult. to_apologize E,1,3,47-polite-CnC-E,CnC,Chad_had_insulted_his_wife.,He_apologized.,7,polite_enough,He_refused_to_acknowledge_his_insult.,to_apologize,E
8,3SLE99ER0NESD1UZQ54QI4PKVW4BZE,5,37,"""English""","""Yes""",Trial1,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,1,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na
122,3HFNH7HEMHFFQQ1JJVDRSM4D66BGQ6,3,20,"""English""","""Yes""",Trial1,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 6 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,1,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,6,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
134,3RXCAC0YIRQ9KM1NX1WR6VJDC0RG8X,7,33,"""English""","""Yes""",Trial1,8 56-mean-CxC-noE CxC Jack_didn't_like_the_movie_his_wife_was_watching. He_turned_off_the_movie. 1 mean He_still_watched_it_with_her. to_turn_off_the_movie noE,1,8,56-mean-CxC-noE,CxC,Jack_didn't_like_the_movie_his_wife_was_watching.,He_turned_off_the_movie.,1,mean,He_still_watched_it_with_her.,to_turn_off_the_movie,noE
131,3FIJLY1B6U5OCE498YSKAWER0VQPFQ,3,36,"""English""","""Yes""",Trial1,4 27-lucky-CxC-noE CxC Eve_was_a_finalist_in_The_Bachelor. She_was_chosen. 7 lucky She_lost_out_to_the_other_woman. to_be_chosen noE,1,4,27-lucky-CxC-noE,CxC,Eve_was_a_finalist_in_The_Bachelor.,She_was_chosen.,7,lucky,She_lost_out_to_the_other_woman.,to_be_chosen,noE
1,3MTMREQS4VJJ0WK294KNOPBWWCHAWU,3,26,"""English""","""Yes""",Trial1,4 46-polite-CnC-E CnC Chad_was_standing_in_front_of_his_friend's_door. He_knocked_gently. 7 polite_enough He_banged_at_the_door. to_knock_gently E,1,4,46-polite-CnC-E,CnC,Chad_was_standing_in_front_of_his_friend's_door.,He_knocked_gently.,7,polite_enough,He_banged_at_the_door.,to_knock_gently,E
96,3PM8NZGV8YHQCCW985DVG8489W9QXA,6,36,"""English""","""Yes""",Trial1,7 5-smart-CnC-E CnC Jane's_computer_was_hacked. She_changed_her_passwords_immediately. 1 smart_enough She_kept_using_the_same_passwords. to_change_her_passwords_immediately E,1,7,5-smart-CnC-E,CnC,Jane's_computer_was_hacked.,She_changed_her_passwords_immediately.,1,smart_enough,She_kept_using_the_same_passwords.,to_change_her_passwords_immediately,E
29,3DL65MZB8DGDCBV98IM88EUKPBWCEH,11,22,"""English""","""Yes""",Trial1,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 4 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,1,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,4,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
55,354GIDR5ZB7URTLZOVU9SOQFMLQ00R,11,42,"""English""","""Yes""",Trial1,12 10-stupid-CxC-noE CxC Zack_saw_two_wasps_in_his_drink. He_took_a_sip. 3 stupid He_threw_away_his_drink. to_take_a_sip noE,1,12,10-stupid-CxC-noE,CxC,Zack_saw_two_wasps_in_his_drink.,He_took_a_sip.,3,stupid,He_threw_away_his_drink.,to_take_a_sip,noE
53,3A1PQ49WVHI59ICDIM5UCL86DUZ1HY,6,25,"""English""","""Yes""",Trial1,7 36-wise-CxC-E CxC Paul_wanted_to_keep_his_excellent_employee_happy. He_promoted_her. 7 wise_enough He_kept_her_in_the_same_low-level_position. to_promote_her E,1,7,36-wise-CxC-E,CxC,Paul_wanted_to_keep_his_excellent_employee_happy.,He_promoted_her.,7,wise_enough,He_kept_her_in_the_same_low-level_position.,to_promote_her,E
52,3B2X28YI3WGQPRAOO07FL6WPQS96BK,4,31,"""English""","""Yes""",Trial1,5 52-rude-CnC-E CnC Ann_was_standing_in_front_of_her_friend's_door. She_was_eavesdropping. 2 rude_enough She_knocked_to_let_him_know_she_was_there. to_be_eavesdropping E,1,5,52-rude-CnC-E,CnC,Ann_was_standing_in_front_of_her_friend's_door.,She_was_eavesdropping.,2,rude_enough,She_knocked_to_let_him_know_she_was_there.,to_be_eavesdropping,E
109,36U2A8VAG10T1EOO0WF030Z8CWAYKV,4,67,"""English""","""Yes""",Trial1,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,1,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
64,3LS2AMNW5FR3I3IH7EQZXVDFXS4OQ3,11,33,"""English""","""Yes""",Trial1,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,1,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na
50,3D8YOU6S9EL5LQJUOROAQWODFDG6U1,6,27,"""English%2C+Spanish""","""Yes""",Trial1,7 13-fortunate-CnC-noE CnC Sue_was_bitten_by_a_shark. She_got_away_with_a_few_cuts. 7 fortunate She_lost_a_leg. to_get_away_with_a_few_cuts noE,1,7,13-fortunate-CnC-noE,CnC,Sue_was_bitten_by_a_shark.,She_got_away_with_a_few_cuts.,7,fortunate,She_lost_a_leg.,to_get_away_with_a_few_cuts,noE
113,3DQQ64TANGMQN0Q4YN2KEK0RVYGPWO,5,32,"""english""","""Yes""",Trial1,6 51-rude-CxC-E CxC Ann_was_eating_pasta_with_her_friends. She_used_her_fingers. 7 rude_enough She_was_using_a_fork. to_use_her_fingers E,1,6,51-rude-CxC-E,CxC,Ann_was_eating_pasta_with_her_friends.,She_used_her_fingers.,7,rude_enough,She_was_using_a_fork.,to_use_her_fingers,E
