workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,Answer.comments,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,VPinf,ConDissonant
54,3E1QT0TDFPANGD7INPWUR7WTSJ0I8L,5,19,"""English""","""Yes""","""""",Trial6,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,6,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler
122,3DOCMVPBTNF0XL5DQ7Y5ECI53DTNNU,2,31,"""English""","""Yes""","""""",Trial6,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,6,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler
64,3Z9WI9EOZZP7FJYZQWBCH045N6EHK9,4,38,"""English""","""Yes""","""""",Trial6,5 16-fortunate-CnC CnC Sue_was_training_to_become_a_dancer. She_had_a_great_sense_of_rhythm. 1 fortunate to_have_a_great_sense_of_rhythm,6,5,16-fortunate-CnC,CnC,Sue_was_training_to_become_a_dancer.,She_had_a_great_sense_of_rhythm.,1,fortunate,to_have_a_great_sense_of_rhythm,C
27,3G0WWMR1UVLL0II56ZQMI6DA8OGNQH,0,28,"""English""","""Yes""","""""",Trial6,1 59-mean-CnC CnC Jack_bumped_his_shopping_cart_into_a_woman. He_laughed_when_she_cried. 2 mean to_laugh_when_she_cried,6,1,59-mean-CnC,CnC,Jack_bumped_his_shopping_cart_into_a_woman.,He_laughed_when_she_cried.,2,mean,to_laugh_when_she_cried,C
147,3ZWFC4W1UU89ORKOLQW9FRE62JWFR3,4,37,"""english""","""Yes""","""no+comments""",Trial6,5 33-wise-CxD CxD Paul_went_into_the_public_pool. He_wore_hiking_boots. 7 wise to_wear_hiking_boots,6,5,33-wise-CxD,CxD,Paul_went_into_the_public_pool.,He_wore_hiking_boots.,7,wise,to_wear_hiking_boots,D
125,3DY4FPOOA1PYKO6EL51DXDHSQDKVR7,2,53,"""english""","""Yes""","""""",Trial6,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,6,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
142,3JC6VJ2SABKPND5ID3XEYPYJDLUA57,7,37,"""English""","""Yes""","""""",Trial6,8 5-smart-CnC CnC Jane's_computer_was_hacked. She_changed_her_passwords_immediately. 1 smart to_change_her_passwords_immediately,6,8,5-smart-CnC,CnC,Jane's_computer_was_hacked.,She_changed_her_passwords_immediately.,1,smart,to_change_her_passwords_immediately,C
2,3Q8GYXHFEP3DGS2GXHT54KO7DOF5C4,2,29,"""English""","""Yes""","""""",Trial6,3 43-polite-CnD CnD Chad_was_visiting_his_grandmother. He_insulted_her_caretaker. 5 polite to_insult_her_caretaker,6,3,43-polite-CnD,CnD,Chad_was_visiting_his_grandmother.,He_insulted_her_caretaker.,5,polite,to_insult_her_caretaker,D
9,3IGI0VL647LIF65PRMYIT1IATNYNO9,2,18,"""English""","""Yes""","""Some+of+these+were+easy%2C+but+some+were+actually+quite+challenging.""",Trial6,3 41-foolish-CnD CnD Kate's_doctor_told_her_to_lose_weight. She_started_exercising. 3 foolish to_start_exercising,6,3,41-foolish-CnD,CnD,Kate's_doctor_told_her_to_lose_weight.,She_started_exercising.,3,foolish,to_start_exercising,D
123,3K9FOBBF2HKA9L2SEUIQ1KEGYISLNP,2,28,"""english""","""Yes""","""The+structure+of+those+sentences+were+way+off!""",Trial6,3 41-foolish-CnD CnD Kate's_doctor_told_her_to_lose_weight. She_started_exercising. 1 foolish to_start_exercising,6,3,41-foolish-CnD,CnD,Kate's_doctor_told_her_to_lose_weight.,She_started_exercising.,1,foolish,to_start_exercising,D
93,3WETL7AQWT9P3S6X4OI4BHKD7B2354,0,32,"""English""","""Yes""","""""",Trial6,1 29-lucky-CnD CnD Eve_wanted_to_be_a_model. She_had_bad_skin. 6 lucky to_have_bad_skin,6,1,29-lucky-CnD,CnD,Eve_wanted_to_be_a_model.,She_had_bad_skin.,6,lucky,to_have_bad_skin,D
95,35BLDD71I6Y7MFS5VMVQJGJRZU3VZ0,2,22,"""English""","""Yes""","""""",Trial6,3 28-lucky-CnD CnD Eve_bought_a_raffle_ticket._ She_lost_it_the_next_day. 6 lucky to_lose_it_the_next_day,6,3,28-lucky-CnD,CnD,Eve_bought_a_raffle_ticket._,She_lost_it_the_next_day.,6,lucky,to_lose_it_the_next_day,D
88,3M0BCWMB8VXOJ6PUFIKJJ0V2F0IWB4,7,41,"""English""","""Yes""","""""",Trial6,8 38-foolish-CxC CxC Kate_had_a_broken_ankle. She_went_for_a_run. 5 foolish to_go_for_a_run,6,8,38-foolish-CxC,CxC,Kate_had_a_broken_ankle.,She_went_for_a_run.,5,foolish,to_go_for_a_run,C
28,3ATTHHXXWAPDVE8QVX8M76DMJS9IXT,5,23,"""English""","""Yes""","""""",Trial6,6 9-stupid-CxC CxC Zack_was_sitting_in_the_bath_tub. He_used_the_hair_dryer. 1 stupid to_use_the_hair_dryer,6,6,9-stupid-CxC,CxC,Zack_was_sitting_in_the_bath_tub.,He_used_the_hair_dryer.,1,stupid,to_use_the_hair_dryer,C
78,30H4UDGLT2JUIOWQULWX5MY0Y2JMPO,4,32,"""english""","""Yes""","""""",Trial6,5 1-smart-CnD CnD Jane_wanted_to_get_a_good_job. She_dropped_out_of_high_school. 7 smart to_drop_out_of_high_school,6,5,1-smart-CnD,CnD,Jane_wanted_to_get_a_good_job.,She_dropped_out_of_high_school.,7,smart,to_drop_out_of_high_school,D
97,33IZTU6J8122PSBM0920B8J9SQBSXV,4,32,"""English""","""Yes""","""""",Trial6,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,6,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
108,3SNVL38CI4TGYBNJ44XB697PAECCKY,11,25,"""English""","""Yes""","""""",Trial6,12 22-brave-CxD CxD Greg_was_being_tickled_by_two_small_boys. He_took_them_on. 2 brave to_take_them_on,6,12,22-brave-CxD,CxD,Greg_was_being_tickled_by_two_small_boys.,He_took_them_on.,2,brave,to_take_them_on,D
13,3NS0A6KXC49O4I2A6RW4JFGHCFGZGG,7,51,"""english""","""Yes""","""good+study%2C+thank+you""",Trial6,8 55-mean-CnD CnD Jack_walked_past_an_old_man_with_a_cane. He_helped_him_across_the_street. 7 mean to_help_him_across_the_street,6,8,55-mean-CnD,CnD,Jack_walked_past_an_old_man_with_a_cane.,He_helped_him_across_the_street.,7,mean,to_help_him_across_the_street,D
86,36NEMU28XFEK2XTR67ASXG6WRZOWMV,8,22,"""English""","""Yes""","""I+thought+this+survey+was+very+fun+and+entertaining%2C+if+its+ever+posted+again+I+would+love+to+participate!""",Trial6,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,6,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
56,3UXUOQ9OKEY4AHJ11WCBW9CF4RRA7O,1,23,"""English""","""Yes""","""""",Trial6,2 39-foolish-CxD CxD Kate_was_getting_a_breast_exam. She_took_her_top_off. 7 foolish to_take_her_top_off,6,2,39-foolish-CxD,CxD,Kate_was_getting_a_breast_exam.,She_took_her_top_off.,7,foolish,to_take_her_top_off,D
87,3EJPLAJKEMHM7PD4UENI7O3SI1E6ZM,3,37,"""English""","""Yes""","""""",Trial6,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,6,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler
117,3K772S5NP8C4TJ6PUA09J5R039KHER,9,27,"""English""","""Yes""","""""",Trial6,10 46-polite-CnC CnC Chad_was_standing_in_front_of_his_friend's_door. He_knocked_gently. 4 polite to_knock_gently,6,10,46-polite-CnC,CnC,Chad_was_standing_in_front_of_his_friend's_door.,He_knocked_gently.,4,polite,to_knock_gently,C
47,3TOK3KHVJTJTCLD2BFHTX4WKT8V7OK,9,27,"""English""","""Yes""","""Good+luck+with+your+research+and+thank+you""",Trial6,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,6,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
14,3SUWZRL0MYEOWUM8YR95ME2AUV4E6N,9,64,"""english""","""Yes""","""""",Trial6,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 2 forget to_call_his_dentist,6,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,2,forget,to_call_his_dentist,filler
92,30LB5CDZNCBRTERPSP71YNT15YR0ZE,11,20,"""English""","""Yes""","""""",Trial6,12 9-stupid-CnD CnD Zack_discovered_that_his_girlfriend_was_cheating. He_broke_up_with_her. 1 stupid to_break_up_with_her,6,12,9-stupid-CnD,CnD,Zack_discovered_that_his_girlfriend_was_cheating.,He_broke_up_with_her.,1,stupid,to_break_up_with_her,D
5,3Z7EFSHGN9FMIBMQ3NC0W3FR6NQXC7,7,47,"""English""","""Yes""","""""",Trial6,8 55-mean-CnD CnD Jack_walked_past_an_old_man_with_a_cane. He_helped_him_across_the_street. 6 mean to_help_him_across_the_street,6,8,55-mean-CnD,CnD,Jack_walked_past_an_old_man_with_a_cane.,He_helped_him_across_the_street.,6,mean,to_help_him_across_the_street,D
109,3F0BG9B9MPO56ZH4H2QRZVUM7IU7YV,9,33,"""English""","""Yes""","""""",Trial6,10 30-lucky-CnC CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 1 lucky to_get_away_unscathed,6,10,30-lucky-CnC,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,1,lucky,to_get_away_unscathed,C
6,3AAJC4I4FGTYVKSBEXH7GS8X47XJZ4,1,22,"""Bengali""","""No""","""""",Trial6,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,6,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler
22,30ZX6P7VF8W8P9PZPQ8TTHYQJYZ2JG,4,53,"""english""","""Yes""","""""",Trial6,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,6,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler
19,3NG53N1RLVKFXZUM0KME04X5EXWP85,9,29,"""English""","""Yes""","""""",Trial6,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,6,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler
116,3XM0HYN6NK0W604DDN8ESETRP0UEPT,9,22,"""English""","""Yes""","""""",Trial6,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,6,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler
25,3QEMNNSB2X028OMDL63DMAKLPUOD7T,7,34,"""English""","""Yes""","""""",Trial6,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,6,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler
57,3EQHHY4HQSTQX4ILZ3POUB9MBG9G5R,3,23,"""english""","""Yes""","""Quick+and+easy+to+understand.""",Trial6,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,6,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler
127,37WLF8U1WPRRIUEIUDK8K9FFES0K6D,11,26,"""english""","""Yes""","""""",Trial6,12 33-wise-CxC CxC Paul_went_on_a_hike_in_the_Alps. He_wore_hiking_boots. 2 wise to_wear_hiking_boots,6,12,33-wise-CxC,CxC,Paul_went_on_a_hike_in_the_Alps.,He_wore_hiking_boots.,2,wise,to_wear_hiking_boots,C
51,3ZY8KE4ISJ4Y8NRE8QCDSN7NURKQV3,11,23,"""english""","""Yes""","""""",Trial6,12 9-stupid-CnD CnD Zack_discovered_that_his_girlfriend_was_cheating. He_broke_up_with_her. 1 stupid to_break_up_with_her,6,12,9-stupid-CnD,CnD,Zack_discovered_that_his_girlfriend_was_cheating.,He_broke_up_with_her.,1,stupid,to_break_up_with_her,D
21,3DHE4R9OCWCYY7ZYHKNQW46AR6IG2Q,4,24,"""English""","""Yes""","""""",Trial6,5 33-wise-CxD CxD Paul_went_into_the_public_pool. He_wore_hiking_boots. 6 wise to_wear_hiking_boots,6,5,33-wise-CxD,CxD,Paul_went_into_the_public_pool.,He_wore_hiking_boots.,6,wise,to_wear_hiking_boots,D
74,32SCWG5HIH5STLBY75PGGQ1E82F6P9,10,21,"""English""","""Yes""","""""",Trial6,11 7-stupid-CxD CxD Zack_wanted_to_get_a_good_job. He_went_to_school. 1 stupid to_go_to_school,6,11,7-stupid-CxD,CxD,Zack_wanted_to_get_a_good_job.,He_went_to_school.,1,stupid,to_go_to_school,D
121,3VELCLL3GKKLVML7NWHU90WTYLCF1H,10,29,"""English""","""Yes""","""""",Trial6,11 39-foolish-CxC CxC Kate_was_drunk_at_a_bar. She_took_her_top_off. 1 foolish to_take_her_top_off,6,11,39-foolish-CxC,CxC,Kate_was_drunk_at_a_bar.,She_took_her_top_off.,1,foolish,to_take_her_top_off,C
7,3Z7EFSHGN9FMIBMQ3NC0W3FR6NZXCG,10,37,"""English""","""Yes""","""No+comments.+Thanks.""",Trial6,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,6,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
99,3H7Z272LX78AC6E5U9VI59JBYX4PL0,10,34,"""English""","""Yes""","""n%2Fa""",Trial6,11 1-smart-CxC CxC Jane's_father_couldn't_hear_the_TV. She_turned_up_the_volume. 6 smart to_turn_up_the_volume,6,11,1-smart-CxC,CxC,Jane's_father_couldn't_hear_the_TV.,She_turned_up_the_volume.,6,smart,to_turn_up_the_volume,C
71,3MB8LZR5BFU91FHPHHQA9SXC4NYKLU,10,30,"""English""","""Yes""","""""",Trial6,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,6,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler
137,30LB5CDZNCBRTERPSP71YNT15YZZ0L,10,21,"""English""","""Yes""","""""",Trial6,11 31-wise-CnC CnC Paul_lost_his_wallet_with_his_credit_cards. He_canceled_the_credit_cards_immediately. 1 wise to_cancel_the_credit_cards_immediately,6,11,31-wise-CnC,CnC,Paul_lost_his_wallet_with_his_credit_cards.,He_canceled_the_credit_cards_immediately.,1,wise,to_cancel_the_credit_cards_immediately,C
67,32UTUBMZ7GXB4HPPP8FNXYCO8RRVB4,10,30,"""english%2C+spanish""","""Yes""","""I+feel+like+I+got+them+all+wrong.+RIP+to+my+bad+choices""",Trial6,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,6,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
134,3ZSANO2JCF8LP6K10FWE51J2OLQSFF,8,44,"""ENGLISH""","""Yes""","""""",Trial6,9 13-fortunate-CnD CnD Sue_was_bitten_by_a_shark. She_lost_a_leg. 7 fortunate to_lose_a_leg,6,9,13-fortunate-CnD,CnD,Sue_was_bitten_by_a_shark.,She_lost_a_leg.,7,fortunate,to_lose_a_leg,D
1,3TDXMTX3CBV0CZOUUAZW7T02MOLI6A,1,35,"""ENGLISH""","""Yes""","""ANSWERS+CAN+BE+YES+OR+NO+ONLY""",Trial6,2 10-stupid-CxC CxC Zack_saw_two_wasps_in_his_drink. He_took_a_sip. 1 stupid to_take_a_sip,6,2,10-stupid-CxC,CxC,Zack_saw_two_wasps_in_his_drink.,He_took_a_sip.,1,stupid,to_take_a_sip,C
76,3KKG4CDWKIZTMBRD7S04X2HL77S49S,4,25,"""English""","""Yes""","""Thank+you+for+the+opportunity+to+complete+the+survey!""",Trial6,5 33-wise-CxD CxD Paul_went_into_the_public_pool. He_wore_hiking_boots. 7 wise to_wear_hiking_boots,6,5,33-wise-CxD,CxD,Paul_went_into_the_public_pool.,He_wore_hiking_boots.,7,wise,to_wear_hiking_boots,D
115,32N49TQG3GJ6L7KXJUFR2NSIQ98AVQ,9,59,"""English""","""Yes""","""Very+interesting+study.+How+language+changes+is+fascinating.+Good+luck+with+the+project.""",Trial6,10 49-rude-CxD CxD Ann's_neighbor_made_an_inappropriate_comment. She_ignored_him. 3 rude to_ignore_him,6,10,49-rude-CxD,CxD,Ann's_neighbor_made_an_inappropriate_comment.,She_ignored_him.,3,rude,to_ignore_him,D
100,3WQ3B2KGE8HVI59RIUVYQA58JNMB1X,9,32,"""English""","""Yes""","""""",Trial6,10 30-lucky-CnC CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 4 lucky to_get_away_unscathed,6,10,30-lucky-CnC,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,4,lucky,to_get_away_unscathed,C
96,3VHHR074H3IL60A5YN115NSQY3ZL7Q,6,60,"""English""","""Yes""","""This+was+an+interesting+experiment.""",Trial6,7 58-mean-CxD CxD Jack's_wife_had_asked_him_to_wake_her_really_early. He_woke_her_up_at_5am. 7 mean to_wake_her_up_at_5am,6,7,58-mean-CxD,CxD,Jack's_wife_had_asked_him_to_wake_her_really_early.,He_woke_her_up_at_5am.,7,mean,to_wake_her_up_at_5am,D
104,3IAS3U3I0FH27QRN1YVCVTFDBT0B2E,8,59,"""English""","""Yes""","""""",Trial6,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,6,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler
20,3IUZPWIU1O8PC9TOLVXCI3ES2U3KWO,1,25,"""English""","""Yes""","""""",Trial6,2 56-mean-CxC CxC Jack_didn't_like_the_movie_his_wife_was_watching. He_turned_off_the_movie. 7 mean to_turn_off_the_movie,6,2,56-mean-CxC,CxC,Jack_didn't_like_the_movie_his_wife_was_watching.,He_turned_off_the_movie.,7,mean,to_turn_off_the_movie,C
143,3LEP4MGT3G1PA0P3YNFTRC6H8KODBO,1,26,"""English""","""Yes""","""It+seemed+easy%2C+but+kind+of+hurt+my+brain%2C+lol.+I'd+like+to+know+what+the+correct+answers+were+if+possible.+My+MTurk+ID%3A+ARBESUZTW115Z++Thanks""",Trial6,2 19-brave-CnC CnC Greg_saw_a_child_drowning_in_a_river. He_jumped_into_the_river. 1 brave to_jump_into_the_river,6,2,19-brave-CnC,CnC,Greg_saw_a_child_drowning_in_a_river.,He_jumped_into_the_river.,1,brave,to_jump_into_the_river,C
119,3TVSS0C0E11OFSJBF4B4JU1OL7UTW3,8,21,"""Nepali""","""No""","""My+dilemma+increased+more+once+I+began+to+read+the+sentence+both+ways.+But+in+some+case+they+were+straight+forward!""",Trial6,9 19-brave-CnD CnD Greg_saw_a_child_drowning_in_a_river. He_watched_from_the_river_bank. 6 brave to_watch_from_the_river_bank,6,9,19-brave-CnD,CnD,Greg_saw_a_child_drowning_in_a_river.,He_watched_from_the_river_bank.,6,brave,to_watch_from_the_river_bank,D
62,3COPXFW7XBDZS0WN99JHQ96W9WKKPB,2,38,"""english""","""Yes""","""""",Trial7,3 8-stupid-CnC CnC Zack_left_the_bar_drunk. He_drove_home. 1 stupid to_drive_home,7,3,8-stupid-CnC,CnC,Zack_left_the_bar_drunk.,He_drove_home.,1,stupid,to_drive_home,C
150,3MX2NQ3YC9V1JQDBODPSIX9HE5XX5Q,1,38,"""English""","""Yes""","""Fun+survey%2C+wish+it+were+longer.""",Trial7,2 15-fortunate-CnC CnC Sue_was_traveling_in_France. She_spoke_some_French. 1 fortunate to_speak_some_French,7,2,15-fortunate-CnC,CnC,Sue_was_traveling_in_France.,She_spoke_some_French.,1,fortunate,to_speak_some_French,C
41,3MH9DQ757WD7IJ8004XW2N12AWUUGD,7,23,"""English""","""Yes""","""It+is+really+odd+how+the+word+'enough'+is+omitted+from+the+sentences.""",Trial7,8 47-polite-CnC CnC Chad_had_insulted_his_wife. He_apologized. 1 polite to_apologize,7,8,47-polite-CnC,CnC,Chad_had_insulted_his_wife.,He_apologized.,1,polite,to_apologize,C
81,3SNVL38CI4TGYBNJ44XB697PAD5CKP,8,29,"""English%2C+Spanish""","""Yes""","""""",Trial7,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,7,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
112,3VD82FOHKQPZO28Y2WP4DQOYUIFCO9,6,46,"""English""","""Yes""","""""",Trial7,7 41-foolish-CnC CnC Kate's_doctor_told_her_to_lose_weight. She_ignored_him. 7 foolish to_ignore_him,7,7,41-foolish-CnC,CnC,Kate's_doctor_told_her_to_lose_weight.,She_ignored_him.,7,foolish,to_ignore_him,C
32,3GNA64GUZE5HATCZ2ZU0OPDOH2BQ5N,11,27,"""English""","""Yes""","""""",Trial7,12 3-smart-CxC CxC Jane_wanted_to_get_a_good_job. She_went_to_school. 2 smart to_go_to_school,7,12,3-smart-CxC,CxC,Jane_wanted_to_get_a_good_job.,She_went_to_school.,2,smart,to_go_to_school,C
146,3SLE99ER0NESD1UZQ54QI4PKW1HZBQ,2,40,"""English""","""Yes""","""""",Trial7,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,7,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler
113,3NS0A6KXC49O4I2A6RW4JFGHCE9ZG7,7,28,"""English""","""Yes""","""""",Trial7,8 50-rude-CnD CnD Ann_was_visiting_her_older_brother. She_brought_a_gift. 7 rude to_bring_a_gift,7,8,50-rude-CnD,CnD,Ann_was_visiting_her_older_brother.,She_brought_a_gift.,7,rude,to_bring_a_gift,D
149,392CY0QWG1SMXCKGBM6HAVGOQWZI47,2,23,"""English""","""Yes""","""""",Trial7,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,7,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler
23,36DSNE9QZ5ZMWGE4CO6Q0U1TK2NJOT,0,25,"""English""","""Yes""","""""",Trial7,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,7,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler
55,3DOCMVPBTNF0XL5DQ7Y5ECI53CONNN,11,32,"""English""","""Yes""","""""",Trial7,12 22-brave-CxD CxD Greg_was_being_tickled_by_two_small_boys. He_took_them_on. 1 brave to_take_them_on,7,12,22-brave-CxD,CxD,Greg_was_being_tickled_by_two_small_boys.,He_took_them_on.,1,brave,to_take_them_on,D
58,33C7UALJVLZCG7BKFIBOZ8F7BGK81C,11,31,"""english""","""Yes""","""none""",Trial7,12 37-foolish-CnC CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 4 foolish to_ignore_her_health_problems,7,12,37-foolish-CnC,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,4,foolish,to_ignore_her_health_problems,C
10,3CP1TO84PT20IAAE0O4ZS7FL1WX52O,6,38,"""english""","""Yes""","""""",Trial7,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,7,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler
90,3L70J4KAZGNKRQKBS9FXW1MBQ1NAD8,6,57,"""english""","""Yes""","""""",Trial7,7 43-polite-CxC CxC Chad's_friend_wanted_to_change_her_clothing. He_closed_his_eyes. 1 polite to_close_his_eyes,7,7,43-polite-CxC,CxC,Chad's_friend_wanted_to_change_her_clothing.,He_closed_his_eyes.,1,polite,to_close_his_eyes,C
59,39ASUFLU6X81F964ZEIVMRFURYWXER,3,43,"""English""","""Yes""","""Thanks+for+the+hit.""",Trial7,4 44-polite-CxD CxD Chad_saw_an_old_lady_trip_on_the_street. He_applauded. 1 polite to_applaud,7,4,44-polite-CxD,CxD,Chad_saw_an_old_lady_trip_on_the_street.,He_applauded.,1,polite,to_applaud,D
80,3C5W7UE9CFRZRXYHGC6EZZK300NXMG,7,33,"""English""","""Yes""","""Thank+you.""",Trial7,8 10-stupid-CnD CnD Zack_was_offered_some_contaminated_heroin. He_refused_to_take_it. 7 stupid to_refuse_to_take_it,7,8,10-stupid-CnD,CnD,Zack_was_offered_some_contaminated_heroin.,He_refused_to_take_it.,7,stupid,to_refuse_to_take_it,D
132,3N1FSUEFL515P14UJ856JY0BYRRD40,1,26,"""English""","""Yes""","""Some+of+the+sentences+were+ambiguous+or+logically+unsound+to+me%2C+which+why+I+responded+neither+%22yes%22+nor+%22no%22.""",Trial7,2 1-smart-CxD CxD Jane's_neighbor_complained_about_the_loud_music. She_turned_up_the_volume. 7 smart to_turn_up_the_volume,7,2,1-smart-CxD,CxD,Jane's_neighbor_complained_about_the_loud_music.,She_turned_up_the_volume.,7,smart,to_turn_up_the_volume,D
91,3WETL7AQWT9P3S6X4OI4BHKD7AX53Z,0,35,"""english""","""Yes""","""""",Trial7,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,7,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler
151,3C2NJ6JBKAI48ZGK4O0LMOF7SHX2NB,6,22,"""english""","""Yes""","""Quick+and+thorough+experiment+on+the+English+language.""",Trial7,7 4-smart-CnC CnC Jane_was_baby-sitting_for_her_sister. She_kept_an_eye_on_the_baby_at_all_times. 3 smart to_keep_an_eye_on_the_baby_at_all_times,7,7,4-smart-CnC,CnC,Jane_was_baby-sitting_for_her_sister.,She_kept_an_eye_on_the_baby_at_all_times.,3,smart,to_keep_an_eye_on_the_baby_at_all_times,C
