workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,Answer.comments,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,VPinf,ConDissonant,OldYoung,OldMiddleYoung,ReallyOldYoung,ConditionYN,ConditionYN2
103,3K772S5NP8C4TJ6PUA09J5R039KHER,9,27,"English","Yes","",Trial6,10 46-polite-CnC CnC Chad_was_standing_in_front_of_his_friend's_door. He_knocked_gently. 4 polite to_knock_gently,6,10,46-polite-CnC,CnC,Chad_was_standing_in_front_of_his_friend's_door.,He_knocked_gently.,4,polite,to_knock_gently,C,Young,Young,Young,46-polite-CnC,CnC
39,3TOK3KHVJTJTCLD2BFHTX4WKT8V7OK,9,27,"English","Yes","Good+luck+with+your+research+and+thank+you",Trial6,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,6,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Young,Young,Young,FillerNo,FillerNo
11,3SUWZRL0MYEOWUM8YR95ME2AUV4E6N,9,64,"english","Yes","",Trial6,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 2 forget to_call_his_dentist,6,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,2,forget,to_call_his_dentist,filler,Old,Old,ReallyOld,FillerNo,FillerNo
81,30LB5CDZNCBRTERPSP71YNT15YR0ZE,11,20,"English","Yes","",Trial6,12 9-stupid-CnD CnD Zack_discovered_that_his_girlfriend_was_cheating. He_broke_up_with_her. 1 stupid to_break_up_with_her,6,12,9-stupid-CnD,CnD,Zack_discovered_that_his_girlfriend_was_cheating.,He_broke_up_with_her.,1,stupid,to_break_up_with_her,D,Young,Young,Young,9-stupid-CnD,CnD
95,3F0BG9B9MPO56ZH4H2QRZVUM7IU7YV,9,33,"English","Yes","",Trial6,10 30-lucky-CnC CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 1 lucky to_get_away_unscathed,6,10,30-lucky-CnC,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,1,lucky,to_get_away_unscathed,C,Old,Middle,Young,30-lucky-CnC,CnC
18,30ZX6P7VF8W8P9PZPQ8TTHYQJYZ2JG,4,53,"english","Yes","",Trial6,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,6,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Old,Old,ReallyOld,FillerNo,FillerNo
15,3NG53N1RLVKFXZUM0KME04X5EXWP85,9,29,"English","Yes","",Trial6,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,6,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Old,Young,Young,FillerNo,FillerNo
102,3XM0HYN6NK0W604DDN8ESETRP0UEPT,9,22,"English","Yes","",Trial6,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,6,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Young,Young,Young,FillerYes,FillerYes
20,3QEMNNSB2X028OMDL63DMAKLPUOD7T,7,34,"English","Yes","",Trial6,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,6,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler,Old,Middle,Young,FillerNo,FillerNo
48,3EQHHY4HQSTQX4ILZ3POUB9MBG9G5R,3,23,"english","Yes","Quick+and+easy+to+understand.",Trial6,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,6,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Young,Young,Young,FillerYes,FillerYes
110,37WLF8U1WPRRIUEIUDK8K9FFES0K6D,11,26,"english","Yes","",Trial6,12 33-wise-CxC CxC Paul_went_on_a_hike_in_the_Alps. He_wore_hiking_boots. 2 wise to_wear_hiking_boots,6,12,33-wise-CxC,CxC,Paul_went_on_a_hike_in_the_Alps.,He_wore_hiking_boots.,2,wise,to_wear_hiking_boots,C,Young,Young,Young,33-wise-CxC,CxC
17,3DHE4R9OCWCYY7ZYHKNQW46AR6IG2Q,4,24,"English","Yes","",Trial6,5 33-wise-CxD CxD Paul_went_into_the_public_pool. He_wore_hiking_boots. 6 wise to_wear_hiking_boots,6,5,33-wise-CxD,CxD,Paul_went_into_the_public_pool.,He_wore_hiking_boots.,6,wise,to_wear_hiking_boots,D,Young,Young,Young,33-wise-CxD,CxD
64,32SCWG5HIH5STLBY75PGGQ1E82F6P9,10,21,"English","Yes","",Trial6,11 7-stupid-CxD CxD Zack_wanted_to_get_a_good_job. He_went_to_school. 1 stupid to_go_to_school,6,11,7-stupid-CxD,CxD,Zack_wanted_to_get_a_good_job.,He_went_to_school.,1,stupid,to_go_to_school,D,Young,Young,Young,7-stupid-CxD,CxD
105,3VELCLL3GKKLVML7NWHU90WTYLCF1H,10,29,"English","Yes","",Trial6,11 39-foolish-CxC CxC Kate_was_drunk_at_a_bar. She_took_her_top_off. 1 foolish to_take_her_top_off,6,11,39-foolish-CxC,CxC,Kate_was_drunk_at_a_bar.,She_took_her_top_off.,1,foolish,to_take_her_top_off,C,Old,Young,Young,39-foolish-CxC,CxC
4,3Z7EFSHGN9FMIBMQ3NC0W3FR6NZXCG,10,37,"English","Yes","No+comments.+Thanks.",Trial6,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,6,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Old,Middle,Young,FillerNo,FillerNo
87,3H7Z272LX78AC6E5U9VI59JBYX4PL0,10,34,"English","Yes","n%2Fa",Trial6,11 1-smart-CxC CxC Jane's_father_couldn't_hear_the_TV. She_turned_up_the_volume. 6 smart to_turn_up_the_volume,6,11,1-smart-CxC,CxC,Jane's_father_couldn't_hear_the_TV.,She_turned_up_the_volume.,6,smart,to_turn_up_the_volume,C,Old,Middle,Young,1-smart-CxC,CxC
61,3MB8LZR5BFU91FHPHHQA9SXC4NYKLU,10,30,"English","Yes","",Trial6,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,6,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Old,Middle,Young,FillerYes,FillerYes
120,30LB5CDZNCBRTERPSP71YNT15YZZ0L,10,21,"English","Yes","",Trial6,11 31-wise-CnC CnC Paul_lost_his_wallet_with_his_credit_cards. He_canceled_the_credit_cards_immediately. 1 wise to_cancel_the_credit_cards_immediately,6,11,31-wise-CnC,CnC,Paul_lost_his_wallet_with_his_credit_cards.,He_canceled_the_credit_cards_immediately.,1,wise,to_cancel_the_credit_cards_immediately,C,Young,Young,Young,31-wise-CnC,CnC
57,32UTUBMZ7GXB4HPPP8FNXYCO8RRVB4,10,30,"english%2C+spanish","Yes","I+feel+like+I+got+them+all+wrong.+RIP+to+my+bad+choices",Trial6,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,6,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Old,Middle,Young,FillerNo,FillerNo
117,3ZSANO2JCF8LP6K10FWE51J2OLQSFF,8,44,"ENGLISH","Yes","",Trial6,9 13-fortunate-CnD CnD Sue_was_bitten_by_a_shark. She_lost_a_leg. 7 fortunate to_lose_a_leg,6,9,13-fortunate-CnD,CnD,Sue_was_bitten_by_a_shark.,She_lost_a_leg.,7,fortunate,to_lose_a_leg,D,Old,Old,Young,13-fortunate-CnD,CnD
1,3TDXMTX3CBV0CZOUUAZW7T02MOLI6A,1,35,"ENGLISH","Yes","ANSWERS+CAN+BE+YES+OR+NO+ONLY",Trial6,2 10-stupid-CxC CxC Zack_saw_two_wasps_in_his_drink. He_took_a_sip. 1 stupid to_take_a_sip,6,2,10-stupid-CxC,CxC,Zack_saw_two_wasps_in_his_drink.,He_took_a_sip.,1,stupid,to_take_a_sip,C,Old,Middle,Young,10-stupid-CxC,CxC
66,3KKG4CDWKIZTMBRD7S04X2HL77S49S,4,25,"English","Yes","Thank+you+for+the+opportunity+to+complete+the+survey!",Trial6,5 33-wise-CxD CxD Paul_went_into_the_public_pool. He_wore_hiking_boots. 7 wise to_wear_hiking_boots,6,5,33-wise-CxD,CxD,Paul_went_into_the_public_pool.,He_wore_hiking_boots.,7,wise,to_wear_hiking_boots,D,Young,Young,Young,33-wise-CxD,CxD
101,32N49TQG3GJ6L7KXJUFR2NSIQ98AVQ,9,59,"English","Yes","Very+interesting+study.+How+language+changes+is+fascinating.+Good+luck+with+the+project.",Trial6,10 49-rude-CxD CxD Ann's_neighbor_made_an_inappropriate_comment. She_ignored_him. 3 rude to_ignore_him,6,10,49-rude-CxD,CxD,Ann's_neighbor_made_an_inappropriate_comment.,She_ignored_him.,3,rude,to_ignore_him,D,Old,Old,ReallyOld,49-rude-CxD,CxD
88,3WQ3B2KGE8HVI59RIUVYQA58JNMB1X,9,32,"English","Yes","",Trial6,10 30-lucky-CnC CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 4 lucky to_get_away_unscathed,6,10,30-lucky-CnC,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,4,lucky,to_get_away_unscathed,C,Old,Middle,Young,30-lucky-CnC,CnC
84,3VHHR074H3IL60A5YN115NSQY3ZL7Q,6,60,"English","Yes","This+was+an+interesting+experiment.",Trial6,7 58-mean-CxD CxD Jack's_wife_had_asked_him_to_wake_her_really_early. He_woke_her_up_at_5am. 7 mean to_wake_her_up_at_5am,6,7,58-mean-CxD,CxD,Jack's_wife_had_asked_him_to_wake_her_really_early.,He_woke_her_up_at_5am.,7,mean,to_wake_her_up_at_5am,D,Old,Old,ReallyOld,58-mean-CxD,CxD
91,3IAS3U3I0FH27QRN1YVCVTFDBT0B2E,8,59,"English","Yes","",Trial6,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,6,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Old,Old,ReallyOld,FillerYes,FillerYes
16,3IUZPWIU1O8PC9TOLVXCI3ES2U3KWO,1,25,"English","Yes","",Trial6,2 56-mean-CxC CxC Jack_didn't_like_the_movie_his_wife_was_watching. He_turned_off_the_movie. 7 mean to_turn_off_the_movie,6,2,56-mean-CxC,CxC,Jack_didn't_like_the_movie_his_wife_was_watching.,He_turned_off_the_movie.,7,mean,to_turn_off_the_movie,C,Young,Young,Young,56-mean-CxC,CxC
126,3LEP4MGT3G1PA0P3YNFTRC6H8KODBO,1,26,"English","Yes","It+seemed+easy%2C+but+kind+of+hurt+my+brain%2C+lol.+I'd+like+to+know+what+the+correct+answers+were+if+possible.+My+MTurk+ID%3A+ARBESUZTW115Z++Thanks",Trial6,2 19-brave-CnC CnC Greg_saw_a_child_drowning_in_a_river. He_jumped_into_the_river. 1 brave to_jump_into_the_river,6,2,19-brave-CnC,CnC,Greg_saw_a_child_drowning_in_a_river.,He_jumped_into_the_river.,1,brave,to_jump_into_the_river,C,Young,Young,Young,19-brave-CnC,CnC
53,3COPXFW7XBDZS0WN99JHQ96W9WKKPB,2,38,"english","Yes","",Trial7,3 8-stupid-CnC CnC Zack_left_the_bar_drunk. He_drove_home. 1 stupid to_drive_home,7,3,8-stupid-CnC,CnC,Zack_left_the_bar_drunk.,He_drove_home.,1,stupid,to_drive_home,C,Old,Middle,Young,8-stupid-CnC,CnC
132,3MX2NQ3YC9V1JQDBODPSIX9HE5XX5Q,1,38,"English","Yes","Fun+survey%2C+wish+it+were+longer.",Trial7,2 15-fortunate-CnC CnC Sue_was_traveling_in_France. She_spoke_some_French. 1 fortunate to_speak_some_French,7,2,15-fortunate-CnC,CnC,Sue_was_traveling_in_France.,She_spoke_some_French.,1,fortunate,to_speak_some_French,C,Old,Middle,Young,15-fortunate-CnC,CnC
33,3MH9DQ757WD7IJ8004XW2N12AWUUGD,7,23,"English","Yes","It+is+really+odd+how+the+word+'enough'+is+omitted+from+the+sentences.",Trial7,8 47-polite-CnC CnC Chad_had_insulted_his_wife. He_apologized. 1 polite to_apologize,7,8,47-polite-CnC,CnC,Chad_had_insulted_his_wife.,He_apologized.,1,polite,to_apologize,C,Young,Young,Young,47-polite-CnC,CnC
71,3SNVL38CI4TGYBNJ44XB697PAD5CKP,8,29,"English%2C+Spanish","Yes","",Trial7,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,7,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Old,Young,Young,FillerNo,FillerNo
98,3VD82FOHKQPZO28Y2WP4DQOYUIFCO9,6,46,"English","Yes","",Trial7,7 41-foolish-CnC CnC Kate's_doctor_told_her_to_lose_weight. She_ignored_him. 7 foolish to_ignore_him,7,7,41-foolish-CnC,CnC,Kate's_doctor_told_her_to_lose_weight.,She_ignored_him.,7,foolish,to_ignore_him,C,Old,Old,Young,41-foolish-CnC,CnC
25,3GNA64GUZE5HATCZ2ZU0OPDOH2BQ5N,11,27,"English","Yes","",Trial7,12 3-smart-CxC CxC Jane_wanted_to_get_a_good_job. She_went_to_school. 2 smart to_go_to_school,7,12,3-smart-CxC,CxC,Jane_wanted_to_get_a_good_job.,She_went_to_school.,2,smart,to_go_to_school,C,Young,Young,Young,3-smart-CxC,CxC
129,3SLE99ER0NESD1UZQ54QI4PKW1HZBQ,2,4,"English","Yes","",Trial7,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,7,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Young,Young,Young,FillerYes,FillerYes
99,3NS0A6KXC49O4I2A6RW4JFGHCE9ZG7,7,28,"English","Yes","",Trial7,8 50-rude-CnD CnD Ann_was_visiting_her_older_brother. She_brought_a_gift. 7 rude to_bring_a_gift,7,8,50-rude-CnD,CnD,Ann_was_visiting_her_older_brother.,She_brought_a_gift.,7,rude,to_bring_a_gift,D,Young,Young,Young,50-rude-CnD,CnD
131,392CY0QWG1SMXCKGBM6HAVGOQWZI47,2,23,"English","Yes","",Trial7,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,7,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Young,Young,Young,FillerYes,FillerYes
19,36DSNE9QZ5ZMWGE4CO6Q0U1TK2NJOT,0,25,"English","Yes","",Trial7,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,7,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Young,Young,Young,FillerNo,FillerNo
46,3DOCMVPBTNF0XL5DQ7Y5ECI53CONNN,11,32,"English","Yes","",Trial7,12 22-brave-CxD CxD Greg_was_being_tickled_by_two_small_boys. He_took_them_on. 1 brave to_take_them_on,7,12,22-brave-CxD,CxD,Greg_was_being_tickled_by_two_small_boys.,He_took_them_on.,1,brave,to_take_them_on,D,Old,Middle,Young,22-brave-CxD,CxD
49,33C7UALJVLZCG7BKFIBOZ8F7BGK81C,11,31,"english","Yes","none",Trial7,12 37-foolish-CnC CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 4 foolish to_ignore_her_health_problems,7,12,37-foolish-CnC,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,4,foolish,to_ignore_her_health_problems,C,Old,Middle,Young,37-foolish-CnC,CnC
7,3CP1TO84PT20IAAE0O4ZS7FL1WX52O,6,38,"english","Yes","",Trial7,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,7,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler,Old,Middle,Young,FillerNo,FillerNo
79,3L70J4KAZGNKRQKBS9FXW1MBQ1NAD8,6,57,"english","Yes","",Trial7,7 43-polite-CxC CxC Chad's_friend_wanted_to_change_her_clothing. He_closed_his_eyes. 1 polite to_close_his_eyes,7,7,43-polite-CxC,CxC,Chad's_friend_wanted_to_change_her_clothing.,He_closed_his_eyes.,1,polite,to_close_his_eyes,C,Old,Old,ReallyOld,43-polite-CxC,CxC
50,39ASUFLU6X81F964ZEIVMRFURYWXER,3,43,"English","Yes","Thanks+for+the+hit.",Trial7,4 44-polite-CxD CxD Chad_saw_an_old_lady_trip_on_the_street. He_applauded. 1 polite to_applaud,7,4,44-polite-CxD,CxD,Chad_saw_an_old_lady_trip_on_the_street.,He_applauded.,1,polite,to_applaud,D,Old,Old,Young,44-polite-CxD,CxD
70,3C5W7UE9CFRZRXYHGC6EZZK300NXMG,7,33,"English","Yes","Thank+you.",Trial7,8 10-stupid-CnD CnD Zack_was_offered_some_contaminated_heroin. He_refused_to_take_it. 7 stupid to_refuse_to_take_it,7,8,10-stupid-CnD,CnD,Zack_was_offered_some_contaminated_heroin.,He_refused_to_take_it.,7,stupid,to_refuse_to_take_it,D,Old,Middle,Young,10-stupid-CnD,CnD
115,3N1FSUEFL515P14UJ856JY0BYRRD40,1,26,"English","Yes","Some+of+the+sentences+were+ambiguous+or+logically+unsound+to+me%2C+which+why+I+responded+neither+%22yes%22+nor+%22no%22.",Trial7,2 1-smart-CxD CxD Jane's_neighbor_complained_about_the_loud_music. She_turned_up_the_volume. 7 smart to_turn_up_the_volume,7,2,1-smart-CxD,CxD,Jane's_neighbor_complained_about_the_loud_music.,She_turned_up_the_volume.,7,smart,to_turn_up_the_volume,D,Young,Young,Young,1-smart-CxD,CxD
80,3WETL7AQWT9P3S6X4OI4BHKD7AX53Z,0,35,"english","Yes","",Trial7,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,7,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Old,Middle,Young,FillerNo,FillerNo
133,3C2NJ6JBKAI48ZGK4O0LMOF7SHX2NB,6,22,"english","Yes","Quick+and+thorough+experiment+on+the+English+language.",Trial7,7 4-smart-CnC CnC Jane_was_baby-sitting_for_her_sister. She_kept_an_eye_on_the_baby_at_all_times. 3 smart to_keep_an_eye_on_the_baby_at_all_times,7,7,4-smart-CnC,CnC,Jane_was_baby-sitting_for_her_sister.,She_kept_an_eye_on_the_baby_at_all_times.,3,smart,to_keep_an_eye_on_the_baby_at_all_times,C,Young,Young,Young,4-smart-CnC,CnC
116,3F0BG9B9MPO56ZH4H2QRZVUM7HNY7D,1,23,"english","Yes","Thank+you!",Trial7,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,7,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler,Young,Young,Young,FillerNo,FillerNo
52,3GNA64GUZE5HATCZ2ZU0OPDOH2B5Q2,11,46,"English","Yes","",Trial7,12 3-smart-CxC CxC Jane_wanted_to_get_a_good_job. She_went_to_school. 2 smart to_go_to_school,7,12,3-smart-CxC,CxC,Jane_wanted_to_get_a_good_job.,She_went_to_school.,2,smart,to_go_to_school,C,Old,Old,Young,3-smart-CxC,CxC
86,3QRYMNZ7FYIYSYAXN3KHNBOXSUATNU,6,43,"English","Yes","It+was+an+interesting+study.",Trial7,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,7,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Old,Old,Young,FillerNo,FillerNo
36,3STRJBFXOWSXKSPUQQS1VJ7TYZ5KTG,7,28,"english","Yes","",Trial7,8 55-mean-CnD CnD Jack_walked_past_an_old_man_with_a_cane. He_helped_him_across_the_street. 7 mean to_help_him_across_the_street,7,8,55-mean-CnD,CnD,Jack_walked_past_an_old_man_with_a_cane.,He_helped_him_across_the_street.,7,mean,to_help_him_across_the_street,D,Young,Young,Young,55-mean-CnD,CnD
3,3Z3ZLGNNSIVEWEPVOG679SF436L3QB,8,42,"english","Yes","none",Trial7,9 8-stupid-CnD CnD Zack_left_the_bar_drunk. He_called_a_taxi. 7 stupid to_call_a_taxi,7,9,8-stupid-CnD,CnD,Zack_left_the_bar_drunk.,He_called_a_taxi.,7,stupid,to_call_a_taxi,D,Old,Old,Young,8-stupid-CnD,CnD
113,3GFK2QRXX9IMUQ8LE8T6GEVA53S5W6,1,42,"English","Yes","",Trial7,2 39-foolish-CxD CxD Kate_was_getting_a_breast_exam. She_took_her_top_off. 7 foolish to_take_her_top_off,7,2,39-foolish-CxD,CxD,Kate_was_getting_a_breast_exam.,She_took_her_top_off.,7,foolish,to_take_her_top_off,D,Old,Old,Young,39-foolish-CxD,CxD
72,3EA3QWIZ4IW6EXZ6QN7PI3SG6VGIT3,8,26,"english","Yes","",Trial7,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,7,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Young,Young,Young,FillerNo,FillerNo
63,3IAEQB9FMELHY3NETEBPEQJ2IKQDWM,8,28,"English","Yes","",Trial7,9 52-rude-CnD CnD Ann_was_standing_in_front_of_her_friend's_door. She_knocked_gently. 2 rude to_knock_gently,7,9,52-rude-CnD,CnD,Ann_was_standing_in_front_of_her_friend's_door.,She_knocked_gently.,2,rude,to_knock_gently,D,Young,Young,Young,52-rude-CnD,CnD
41,3JRJSWSMQHMPZBZQFPB7FBQQK3WE39,9,39,"English","Yes","",Trial7,10 35-wise-CnC CnC Paul_was_staying_in_a_bad_part_of_town. He_stayed_at_home_at_night. 1 wise to_stay_at_home_at_night,7,10,35-wise-CnC,CnC,Paul_was_staying_in_a_bad_part_of_town.,He_stayed_at_home_at_night.,1,wise,to_stay_at_home_at_night,C,Old,Middle,Young,35-wise-CnC,CnC
35,3H0W84IWBK3HIDKSQFC3X9T6QHCREQ,2,23,"ENGLISH","Yes","",Trial7,3 13-fortunate-CnC CnC Sue_was_bitten_by_a_shark. She_got_away_with_a_few_cuts. 2 fortunate to_get_away_with_a_few_cuts,7,3,13-fortunate-CnC,CnC,Sue_was_bitten_by_a_shark.,She_got_away_with_a_few_cuts.,2,fortunate,to_get_away_with_a_few_cuts,C,Young,Young,Young,13-fortunate-CnC,CnC
5,3FDJT1UU749VZQE4PUA3S31FIWKK5Q,4,25,"English","Yes","",Trial7,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,7,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Young,Young,Young,FillerNo,FillerNo
40,3FTF2T8WLRJ5VDAXHY6NSU0CRZC9W2,3,31,"English","Yes","no",Trial7,4 5-smart-CnD CnD Jane's_computer_was_hacked. She_kept_using_the_same_passwords. 6 smart to_keep_using_the_same_passwords,7,4,5-smart-CnD,CnD,Jane's_computer_was_hacked.,She_kept_using_the_same_passwords.,6,smart,to_keep_using_the_same_passwords,D,Old,Middle,Young,5-smart-CnD,CnD
96,3EFE17QCRC6532B7V5KE8MVF4ZOSHW,5,25,"English","Yes","None.",Trial7,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,7,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Young,Young,Young,FillerYes,FillerYes
9,3BEFOD78W6U8TVA7W1492ON575K4MA,5,52,"english","Yes","",Trial7,6 21-brave-CxC CxC Greg_was_offered_a_job_as_a_lion_tamer. He_took_the_job. 1 brave to_take_the_job,7,6,21-brave-CxC,CxC,Greg_was_offered_a_job_as_a_lion_tamer.,He_took_the_job.,1,brave,to_take_the_job,C,Old,Old,ReallyOld,21-brave-CxC,CxC
100,3OCHAWUVGOL419YEV0TYKMSZBVTXKC,1,52,"English","Yes","I+thought+the+questions+were+pretty+direct.",Trial7,2 15-fortunate-CnC CnC Sue_was_traveling_in_France. She_spoke_some_French. 1 fortunate to_speak_some_French,7,2,15-fortunate-CnC,CnC,Sue_was_traveling_in_France.,She_spoke_some_French.,1,fortunate,to_speak_some_French,C,Old,Old,ReallyOld,15-fortunate-CnC,CnC
14,3A4TN5196KJPWLMBYJUETHRXIW3CHN,11,24,"English","Yes","",Trial7,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,7,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Young,Young,Young,FillerYes,FillerYes
97,3HPZF4IVNMUBIGC08JY2FHM08SGCYM,1,26,"English","Yes","",Trial7,2 15-fortunate-CnC CnC Sue_was_traveling_in_France. She_spoke_some_French. 1 fortunate to_speak_some_French,7,2,15-fortunate-CnC,CnC,Sue_was_traveling_in_France.,She_spoke_some_French.,1,fortunate,to_speak_some_French,C,Young,Young,Young,15-fortunate-CnC,CnC
51,3LRLIPTPEQAS5WQLKQ1K0EH1AAMAKN,10,56,"English","Yes","It+was+strange!++found+myself+reading+and+re-reading+some+of+the+sentences",Trial7,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,7,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Old,Old,ReallyOld,FillerNo,FillerNo
37,30LSNF239UWCUY5T78NTHGJQ6I52IX,9,32,"english","Yes","The+sentence+structures+are+very+weird.++I'm+not+sure+if+that's+on+purpose+or+not%2C+but+it's+not+the+way+English+is+usually+spoken+in+the+US.++(Not+sure+it+that's+helpful%2C+but+just+thought+you+should+know.)+",Trial7,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,7,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Old,Middle,Young,FillerYes,FillerYes
